alterimagetext,date,description,domainname,imagepath,label,link,tags,title
How Nation-State Actors Target Your Business: New Research Exposes Major SaaS Vulnerabilities ,"Feb 15, 2024"," With many of the highly publicized 2023 cyber attacks revolving around one or more SaaS applications, SaaS has become a cause for genuine concern in many boardroom discussions. More so than ever, considering that GenAI applications are, in fact, SaaS applications. Wing Security (Wing), a SaaS security company, conducted an analysis of 493 SaaS-using companies in Q4 of 2023.  Their study reveals  how companies use SaaS today, and the wide variety of threats that result from that usage. This unique analysis provides rare and important insights into the breadth and depth of SaaS-related risks, but also provides practical tips to mitigate them and ensure SaaS can be widely used without compromising security posture.  The TL;DR Version Of SaaS Security 2023 brought some now infamous examples of malicious players leveraging or directly targeting SaaS, including the North Korean group UNC4899, 0ktapus ransomware group, and Russian Midnight Blizzard APT, which targeted well-known organizat",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhCb3lbR5kKaNE9_BRADHrZqnNzA8MYLNnIDfJ8esB94HKtdiQsqC0exNVk5hWYeLbeUYgQyjqJoIshnKImmBKXjjSU_QWjoQnFtll_ge1xVfpf-nAl_f15ERLDetjxzj__ejnde7ebtIh3E27BN3Xm5UTrexnvX5p7oL_dT8oq25Pl5jwRT1UqeQb4VO8/s728-rw-e365/wing.jpg,,https://thehackernews.com/2024/02/how-nation-state-actors-target-your.html,SaaS Security / Risk Management,How Nation-State Actors Target Your Business: New Research Exposes Major SaaS Vulnerabilities 
Cyber Attacks Strike Ukraine's State Bodies in Espionage Operation,"May 24, 2023"," The Computer Emergency Response Team of Ukraine (CERT-UA) has warned of cyber attacks targeting state bodies in the country as part of an espionage campaign. The  intrusion set , attributed to a threat actor tracked by the authority as UAC-0063 since 2021, leverages phishing lures to deploy a variety of malicious tools on infected systems. The origins of the hacking crew are presently unknown. In the attack chain described by the agency, the emails targeted an unspecified ministry and purported to be from the Embassy of Tajikistan in Ukraine. It's suspected that the messages were sent from a previously compromised mailbox. The emails come attached with a Microsoft Word document that, upon enabling macros, launches an encoded VBScript called HATVIBE, which is then used to drop additional malware. This includes a keylogger (LOGPIE), a Python-based backdoor capable of running commands sent from a remote server (CHERRYSPY), and a tool focused on exfiltrating files with specific e",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjSHhVkXQqo8xeZ8xCKVkrKLx7TyPD9WTXP4L6ksS4Q0IyqxeVw6rABgM38alM1jGedFxMuacGlymnPMD0wIHI_ooGgUyPiM7mJz93kM1HGYY9BoLJJ4xyKSkEzKDNYVNyJ0MYj3j-8b9z_FuLQliQBSCugXrmNFzNLzCCpvv0N_mQ4V38V7RUBOalB/s728-rw-e365/hacking.jpg,"
,
,
",https://thehackernews.com/2023/05/cyber-attacks-strike-ukraines-state.html,Cyber War / Threat Intel,Cyber Attacks Strike Ukraine's State Bodies in Espionage Operation
GoldenJackal: New Threat Group Targeting Middle Eastern and South Asian Governments,"May 23, 2023"," Government and diplomatic entities in the Middle East and South Asia are the target of a new advanced persistent threat actor named  GoldenJackal . Russian cybersecurity firm Kaspersky, which has been  keeping tabs  on the group's activities since mid-2020, characterized the adversary as both capable and stealthy. The targeting scope of the campaign is focused on Afghanistan, Azerbaijan, Iran, Iraq, Pakistan, and Turkey, infecting victims with tailored malware that steals data, propagates across systems via removable drives, and conducts surveillance. GoldenJackal is suspected to have been active for at least four years, although little is known about the group. Kaspersky said it has been unable to determine its origin or affiliation with known threat actors, but the actor's modus operandi suggests an espionage motivation. What's more, the threat actor's attempts to maintain a low profile and disappear into the shadows bears all the hallmarks of a state-sponsored g",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjKx6lnebkMoVxrD6i2a9kHJMAK5StxF6UxajtGC-QKg5H7keNnKCBTpf-Bd8WwGeUEEfMG2Ggx08MrkhJWyUl22L9HcF5u4bQjfUVvL0VUOr0pFg3D_XL31sY-zLG7VDiFGPVTewvqYAqdOJK9m6gUKqO6V3YHg5ylRQkhbSZxgEioqOxwvUsuvejm/s728-rw-e365/hackers.jpg,"
,
,
",https://thehackernews.com/2023/05/goldenjackal-new-threat-group-targeting.html,Cyber Threat / APT,GoldenJackal: New Threat Group Targeting Middle Eastern and South Asian Governments
North Korean Kimsuky Hackers Strike Again with Advanced Reconnaissance Malware,"May 23, 2023"," The North Korean advanced persistent threat (APT) group known as Kimsuky has been observed using a piece of custom malware called RandomQuery as part of a reconnaissance and information exfiltration operation. ""Lately, Kimsuky has been consistently distributing custom malware as part of reconnaissance campaigns to enable subsequent attacks,"" SentinelOne researchers Aleksandar Milenkoski and Tom Hegel said in a report published today. The ongoing targeted campaign, per the cybersecurity firm, is primarily geared towards information services as well as organizations supporting human rights activists and North Korean defectors. Kimsuky, active since 2012, has exhibited targeting patterns that align with North Korea's operational mandates and priorities. The intelligence collection missions have involved the use of a diverse set of malware, including another reconnaissance program called ReconShark , as detailed by SentinelOne earlier this month. The latest activity ",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgB6t5rzWdGuDqMXChjw_5LQhtVZkqu3p3Ea2zJX5KLiY4mjSoSoqSSMu6UieXhVnYAjKm244ud8lVL1jWxI-i3ioWGfrIFajiS_HH638bkcBF1JQEFgR53dbCuJmSTi6WdlxIrYHBpMepwabXRZ3xsyYmK2K191YKp1duUTwv6LedCAC5rauXGhXHrmw/s728-rw-e365/kim.png,"
,
,
",https://thehackernews.com/2023/05/north-korean-kimsuky-hackers-strike.html,Cyber Threat / Malware,North Korean Kimsuky Hackers Strike Again with Advanced Reconnaissance Malware
The Rising Threat of Secrets Sprawl and the Need for Action,"May 23, 2023"," The most precious asset in today's information age is the secret safeguarded under lock and key. Regrettably, maintaining secrets has become increasingly challenging, as highlighted by the  2023 State of Secrets Sprawl  report, the largest analysis of public GitHub activity.  The report shows a  67% year-over-year increase  in the number of secrets found, with 10 million hard-coded secrets detected in 2022 alone. This alarming surge in secrets sprawl highlights  the need for action  and underscores the importance of secure software development. Secrets sprawl refers to secrets appearing in plaintext in various sources, such as source code, build scripts, infrastructure as code, logs, etc. While secrets like API tokens and private keys securely connect the components of the modern software supply chain, their widespread distribution among developers, machines, applications, and infrastructure systems heightens the likelihood of leaks. Cybersecurity Incidents Highlight the Danger",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg1yB_d_nbkSFwriVKS1TLQsDZio69LS7VnJukmceojHcb2gqciO3dXY_ubreSmgvG3cx_bkU4ydOHX5NTIzLWSb8roqshE9GahNxReMw5ROXWjchAwymWlFb3NiTV0dwpnUWR6t13Wda9ZcYBux9h0jD2U_pejB4tc6YESYX7ZUlRQOC35j55417VQ/s728-rw-e365/image1.png,"
,
,
",https://thehackernews.com/2023/05/the-rising-threat-of-secrets-sprawl-and.html,Application Security,The Rising Threat of Secrets Sprawl and the Need for Action
New WinTapix.sys Malware Engages in Multi-Stage Attack Across Middle East,"May 23, 2023"," An unknown threat actor has been observed leveraging a malicious Windows kernel driver in attacks likely targeting the Middle East since at least May 2020. Fortinet Fortiguard Labs, which dubbed the artifact WINTAPIX (WinTapix.sys), attributed the malware with low confidence to an Iranian threat actor. ""WinTapix.sys is essentially a loader,"" security researchers Geri Revay and Hossein Jazi said in a report published on Monday. ""Thus, its primary purpose is to produce and execute the next stage of the attack. This is done using a shellcode."" Samples and telemetry data analyzed by Fortinet show that the campaign's primary focus is on Saudi Arabia, Jordan, Qatar, and the United Arab Emirates. The activity has not been tied to a known threat actor or group. By using a malicious kernel mode driver, the idea is to subvert or disable security mechanisms and gain entrenched access to the targeted host. Such drivers run within the kernel memory and can, there",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgAeQ_61JBbORKMBokahVovNpMcB5slT-YeAWh6wqOUEW0brzuJBWBCdi2wEeJdI6IFVIF7opoaw-yZP6a4Iw6DI87v8bmtidODiA-HUJC-PxNZGABGR8xMh-I9QGZydjQabEnkFtk2k6nKUpZtf237jibp4GjHzAZGkxKkVwb1FzcvVLc4n98sl4tQ/s728-rw-e365/01-wintapix-attributes.jpg,"
,
,
",https://thehackernews.com/2023/05/new-wintapixsys-malware-engages-in.html,Endpoint Security/ Malware,New WinTapix.sys Malware Engages in Multi-Stage Attack Across Middle East
"China Bans U.S. Chip Giant Micron, Citing ""Serious Cybersecurity Problems""","May 23, 2023"," China has banned U.S. chip maker Micron from selling its products to Chinese companies working on key infrastructure projects, citing national security risks. The development comes nearly two months after the country's cybersecurity authority  initiated a probe  in late March 2023 to assess potential network security risks. ""The purpose of this network security review of Micron's products is to prevent product network security problems from endangering the security of national critical information infrastructure, which is a necessary measure to maintain national security,"" the Cyberspace Administration of China (CAC)  said . The CAC further said the investigation found ""serious cybersecurity problems"" in Micron's products, endangering the country's critical information infrastructure supply chain. As a result, operators involved in such critical information infrastructure projects should stop purchasing products from Micron, it added. The autho",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjKMt75vz1n08c0Vxunq88VSExVejdjmedwV-HBi0yOu73wvFINxTUeaVKfwiOj1_C5zJW8YBrO2Pj4-k9pjM7c8UvL2KfvEbknmFXpCcJ_hbG5q1HTOYmOWYweUd_-j0M2rtUtLEP3QutTIj3ZWvH-rAaz3OJ1RHdJWwZ8SmWbnwcMMkkDFRwKCWwl/s728-rw-e365/micron.jpg,"
,
,
",https://thehackernews.com/2023/05/china-bans-us-chip-giant-micron-citing.html,National Security / Hardware,"China Bans U.S. Chip Giant Micron, Citing ""Serious Cybersecurity Problems"""
E.U. Regulators Hit Meta with Record $1.3 Billion Fine for Data Transfer Violations,"May 22, 2023"," Facebook's parent company Meta has been fined a record $1.3 billion by European Union data protection regulators for transferring the personal data of users in the region to the U.S. In a binding decision taken by the European Data Protection Board (EDPB), the social media giant has been ordered to bring its data transfers into compliance with the GDPR and delete unlawfully stored and processed data within six months. Additionally, Meta has been given five months to suspend any future transfer of Facebook users' data to the U.S. Instagram and WhatsApp, which are also owned by the company, are not subject to the order. ""The EDPB found that Meta IE's infringement is very serious since it concerns transfers that are systematic, repetitive, and continuous,"" Andrea Jelinek, EDPB Chair,  said  in a statement. ""Facebook has millions of users in Europe, so the volume of personal data transferred is massive. The unprecedented fine is a strong signal to organizati",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhFlJAFt_OiztiaZmTyQ4XGN8JlaNcBs8aJZAXHOfH2bqJ3K0o7fL0NMHBKAy5TSD6KTt76tw1hCSLfPY1gC1buQ4m1i2ZZHJseHy36SYyvqwV7oLRsU4EPqynmtXZByOQa07l2A6ub0SkROQpBtBdjhVell5GKb-1_j5jy3mwEIb0YWlvCbVFU_32-/s728-rw-e365/facebook-data-privacy.jpg,"
,
,
",https://thehackernews.com/2023/05/eu-regulators-hit-meta-with-record-13.html,Data Protection / Privacy,E.U. Regulators Hit Meta with Record $1.3 Billion Fine for Data Transfer Violations
Indonesian Cybercriminals Exploit AWS for Profitable Crypto Mining Operations,"May 22, 2023"," A financially motivated threat actor of Indonesian origin has been observed leveraging Amazon Web Services (AWS) Elastic Compute Cloud (EC2) instances to carry out illicit crypto mining operations. Cloud security company's Permiso P0 Labs, which first detected the group in November 2021, has assigned it the moniker  GUI-vil  (pronounced Goo-ee-vil). ""The group displays a preference for Graphical User Interface (GUI) tools, specifically S3 Browser (version 9.5.5) for their initial operations,"" the company said in a report shared with The Hacker News. ""Upon gaining AWS Console access, they conduct their operations directly through the web browser."" Attack chains mounted by GUI-vil entail obtaining initial access by weaponizing AWS keys in publicly exposed source code repositories on GitHub or scanning for GitLab instances that are vulnerable to remote code execution flaws (e.g.,  CVE-2021-22205 ). A successful ingress is followed by privilege escalation and",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh3CHScRqcKS7PwL-oce_WjeNwa0Sl2eIq-gNhlPHJoG-hYRAtkqL2jrNAmLQagkSVgt-aR1wRRcwVGNqN6yn9b1oS5E0VchRELzhSykTZ5r-QTVSDjBtAawUdPlSmzqr2bR_-A7tb-hSUgePACaFcbsccKo-l8n8DoR_RefDhfXBGkXNIFLrrGRuPg/s728-rw-e365/aws.jpg,"
,
,
",https://thehackernews.com/2023/05/indonesian-cybercriminals-exploit-aws.html,Cryptocurrency / Cloud Security,Indonesian Cybercriminals Exploit AWS for Profitable Crypto Mining Operations
Bad Magic's Extended Reign in Cyber Espionage Goes Back Over a Decade,"May 22, 2023"," New findings about a hacker group linked to cyber attacks targeting companies in the Russo-Ukrainian conflict area reveal that it may have been around for much longer than previously thought. The threat actor, tracked as  Bad Magic  (aka Red Stinger), has not only been linked to a fresh sophisticated campaign, but also to an activity cluster that first came to light in May 2016. ""While the previous targets were primarily located in the Donetsk, Luhansk, and Crimea regions, the scope has now widened to include individuals, diplomatic entities, and research organizations in Western and Central Ukraine,"" Russian cybersecurity firm Kaspersky  said  in a technical report published last week. The campaign is characterized by the use of a novel modular framework codenamed CloudWizard, which features capabilities to take screenshots, record microphone, log keystrokes, grab passwords, and harvest Gmail inboxes. Bad Magic was  first documented  by the company in March 2023, detail",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjYEbjGKLBO48Diwyz99oXH3IZDrHbIoIC4lLYXyney36QJgLpI7vP64-DsGn2RdX-3VRNetI3uCDRnn9g4MFg959HZ78J6-22-an9GIVluMlo2rV9FqOgeSBy7MHBsBzlD_s5-IxPbZFIsk3ydJv5Bj4FxYvBxjxqnAj95KxoGfe54eaZmKukYNrd2/s728-rw-e365/code.jpg,"
,
,
",https://thehackernews.com/2023/05/bad-magics-extended-reign-in-cyber.html,Cyber Espionage / Malware,Bad Magic's Extended Reign in Cyber Espionage Goes Back Over a Decade
How Nation-State Actors Target Your Business: New Research Exposes Major SaaS Vulnerabilities ,"Feb 15, 2024"," With many of the highly publicized 2023 cyber attacks revolving around one or more SaaS applications, SaaS has become a cause for genuine concern in many boardroom discussions. More so than ever, considering that GenAI applications are, in fact, SaaS applications. Wing Security (Wing), a SaaS security company, conducted an analysis of 493 SaaS-using companies in Q4 of 2023.  Their study reveals  how companies use SaaS today, and the wide variety of threats that result from that usage. This unique analysis provides rare and important insights into the breadth and depth of SaaS-related risks, but also provides practical tips to mitigate them and ensure SaaS can be widely used without compromising security posture.  The TL;DR Version Of SaaS Security 2023 brought some now infamous examples of malicious players leveraging or directly targeting SaaS, including the North Korean group UNC4899, 0ktapus ransomware group, and Russian Midnight Blizzard APT, which targeted well-known organizat",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhCb3lbR5kKaNE9_BRADHrZqnNzA8MYLNnIDfJ8esB94HKtdiQsqC0exNVk5hWYeLbeUYgQyjqJoIshnKImmBKXjjSU_QWjoQnFtll_ge1xVfpf-nAl_f15ERLDetjxzj__ejnde7ebtIh3E27BN3Xm5UTrexnvX5p7oL_dT8oq25Pl5jwRT1UqeQb4VO8/s728-rw-e365/wing.jpg,,https://thehackernews.com/2024/02/how-nation-state-actors-target-your.html,SaaS Security / Risk Management,How Nation-State Actors Target Your Business: New Research Exposes Major SaaS Vulnerabilities 
Are Your APIs Leaking Sensitive Data?,"May 22, 2023"," It's no secret that data leaks have become a major concern for both citizens and institutions across the globe. They can cause serious damage to an organization's reputation, induce considerable financial losses, and even have serious legal repercussions. From the infamous Cambridge Analytica scandal to the Equifax data breach, there have been some pretty high-profile leaks resulting in massive consequences for the world's biggest brands. Breaches can also have a huge impact on individuals as well – ultimately leading to the loss of personal information, such as passwords or credit card details, which could be used by criminals for malicious purposes. Most notably victims are left vulnerable to identity theft or financial fraud.  When you think about the sheer volume of these leaks, one would imagine that the world would stop and focus on the attack vector(s) being exploited. The unfortunate reality is the world didn't stop. To make things more interesting, the most ",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi7I7Ua_pLodIhqIxFrn3TIQ_6S5E99qDQSnrjusyvmqY2AOXSsBNtw0400Sn5wetIrzbzc15nMp0LPMLzZa2VOYPmk0QE4_vzzCuFvwg2KQTqRMOp24vkR57Ltmcvw_p5xBhbWa8Qs13qwAvaaoDVSLwaUk9UaxuFXnsWPdX6dem177LJdY_l-BmiV/s728-rw-e365/api-security.jpg,"
,
,
",https://thehackernews.com/2023/05/are-your-apis-leaking-sensitive-data.html,API Security / Cybersecurity,Are Your APIs Leaking Sensitive Data?
U.K. Fraudster Behind iSpoof Scam Receives 13-Year Jail Term for Cyber Crimes,"May 22, 2023"," A U.K. national responsible for his role as the administrator of the now-defunct  iSpoof  online phone number spoofing service has been sentenced to 13 years and 4 months in prison. Tejay Fletcher, 35, of Western Gateway, London, was awarded the sentence on May 18, 2023. He  pleaded guilty  last month to a number of cyber offenses, including facilitating fraud and possessing and transferring criminal property. iSpoof , which was available as a paid service, allowed fraudsters to mask their phone numbers and masquerade as representatives from banks, tax offices, and other official bodies to defraud victims. The help desk scam purported to warn targets of suspicious activity on their accounts and tricked them into disclosing sensitive financial information or transferring money to accounts under the threat actor's control. According to the U.K. Metropolitan Police, the criminals assumed false identities as representatives of various banks such as Barclays, Santander, HSBC, Lloy",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiH8RZkMyCubSasHFKJX_kNGcr8MKHyLQC8hmK72woYczPWa9v_4Q-J8h_3OOwrG5kr_fhmPtJIsUOyOLEi_kEahk4nSMdjy9itnQnDAYa-anOt165M375KT14rR9m_V2Tfv8iiEc_x9HRUuuTOdTa51tcaJDTHpiHNyKJDknl69jhfsk0ZNXNMD7ms/s728-rw-e365/scammer.jpg,"
,
,
",https://thehackernews.com/2023/05/uk-fraudster-behind-ispoof-scam.html,Cyber Crime / Hacking,U.K. Fraudster Behind iSpoof Scam Receives 13-Year Jail Term for Cyber Crimes
KeePass Exploit Allows Attackers to Recover Master Passwords from Memory,"May 22, 2023"," A proof-of-concept (PoC) has been made available for a security flaw impacting the KeePass password manager that could be exploited to recover a victim's master password in cleartext under specific circumstances. The issue, tracked as  CVE-2023-32784 , impacts KeePass versions 2.x for Windows, Linux, and macOS, and is  expected to be patched  in version 2.54, which is likely to be released early next month. ""Apart from the first password character, it is mostly able to recover the password in plaintext,"" security researcher ""vdohney,"" who discovered the flaw and devised a PoC,  said . ""No code execution on the target system is required, just a memory dump."" ""It doesn't matter where the memory comes from,"" the researcher added, stating, ""it doesn't matter whether or not the workspace is locked. It is also possible to dump the password from RAM after KeePass is no longer running, although the chance of that working goes down w",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi1KTF1E373RRqvTFFo-YJZuKCHI6AXLez-OMB1JZRh9aBdwH6do_9KQGumEm8hAW5iZ9VnVEiaJ0sojXeBvTL9zmMytaUm9gjkdWLOlYvbR0yJyLgDXczQ3aaGEwwa0gyaOnegZtuSTOQxiG55nyg5C4UHyxOfelzwMX_jwoVD8CDc0a712-34wwgv/s728-rw-e365/keepass.jpg,"
,
,
",https://thehackernews.com/2023/05/keepass-exploit-allows-attackers-to.html,Password Security / Exploit,KeePass Exploit Allows Attackers to Recover Master Passwords from Memory
PyPI Repository Under Attack: User Sign-Ups and Package Uploads Temporarily Halted,"May 21, 2023"," The maintainers of Python Package Index (PyPI), the official third-party software repository for the Python programming language, have temporarily disabled the ability for users to sign up and upload new packages until further notice. ""The volume of malicious users and malicious projects being created on the index in the past week has outpaced our ability to respond to it in a timely fashion, especially with multiple PyPI administrators on leave,"" the admins  said  in a notice published on May 20, 2023. No additional details about the nature of the malware and the threat actors involved in publishing those rogue packages to PyPI were disclosed. The decision to freeze new user and project registrations comes as software registries such as PyPI have proven time and time again to be a popular target for attackers looking to poison the software supply chain and compromise developer environments. Earlier this week, Israeli cybersecurity startup Phylum  uncovered  an active m",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgDKlvwg2bHjkpPSsJHjQckOj3zeyzTDqQIJ88HV3QjWPWPhGQLr3f4cy3tBMD78Sf4z7eOQMWMtJT0Jrcz7-DGkv6Ooq4AU3FznmXlbdLuJICDc9y7F4ZP6z1Z4EZiZGFO0fVAE_TJN3refvH4qLd2Nb2MDGdislcbkPeY_aV3goLLVJBbF4CfsEpH/s728-rw-e365/python.png,"
,
,
",https://thehackernews.com/2023/05/pypi-repository-under-attack-user-sign.html,Software Security / Malware,PyPI Repository Under Attack: User Sign-Ups and Package Uploads Temporarily Halted
Meet 'Jack' from Romania! Mastermind Behind Golden Chickens Malware,"May 20, 2023"," The identity of the second threat actor behind the Golden Chickens malware has been uncovered courtesy of a ""fatal"" operational security blunder, cybersecurity firm eSentire said. The individual in question, who lives in Bucharest, Romania, has been given the codename Jack. He is one of the two criminals operating an account on the Russian-language Exploit.in forum under the name ""badbullzvenom,"" the other being "" Chuck from Montreal ."" eSentire characterized Jack as the true mastermind behind Golden Chickens. Evidence unearthed by the Canadian company shows that he is also listed as the owner of a vegetable and fruit import and export business. ""Like 'Chuck from Montreal,' 'Jack' uses multiple aliases for the underground forums, social media, and Jabber accounts, and he too has gone to great lengths to disguise himself,"" eSentire researchers Joe Stewart and Keegan Keplinger said . ""'Jack' has taken great pa",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgZbxbFcPOZCa6GLEyLL2UlqYez_L9iU-yCTv3ha70hKFtiVhIGIVIOEveQTmpS0G4-C5UxvbVW2tizaYf5Obu6x8os5w9qObn20JH347mYTJ_EzbdWcik6TipStGI5Yq1ZAo1tTe75kVog6eAaq4pDQKe8j8rnisF3X3WZBUPwaVrbdHFOFGmluWhS/s728-rw-e365/VENOMSPIDER2_Picture1%20(1).png,"
,
,
",https://thehackernews.com/2023/05/meet-jack-from-romania-mastermind.html,Cyber Crime / Ransomware ,Meet 'Jack' from Romania! Mastermind Behind Golden Chickens Malware
Notorious Cyber Gang FIN7 Returns With Cl0p Ransomware in New Wave of Attacks,"May 20, 2023"," The notorious cybercrime group known as FIN7 has been observed deploying  Cl0p  (aka Clop) ransomware, marking the threat actor's first ransomware campaign since late 2021. Microsoft, which detected the activity in April 2023, is tracking the financially motivated actor under its new taxonomy  Sangria Tempest . ""In these recent attacks, Sangria Tempest uses the PowerShell script POWERTRASH to load the Lizar post-exploitation tool and get a foothold into a target network,"" the company's threat intelligence team  said . ""They then use OpenSSH and Impacket to move laterally and deploy Clop ransomware."" FIN7  (aka Carbanak, ELBRUS, and ITG14) has been linked to other ransomware families such as Black Basta, DarkSide, REvil, and LockBit, with the threat actor acting as a precursor for Maze and Ryuk ransomware attacks.  Active since at least 2012, the group has a  track record  of  targeting  a broad spectrum of organizations spanning software, consulting, f",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgOgpZE6W12jyP9giCmj7mCQra2v1BZks1daO9jx5UPyLQ08jjPQevaGUaVBc3amqkEZn17rphx414zD6KawDjVFZ0ybjhM2M43Pqtrk4EBNv2gMaMOMzK6LlbFkLW9fcSAe-jIPnRNvbSlMi0h5PVCyjE3j3ki2j2R19vCAraEHFgLEPzAROaaNlBs/s728-rw-e365/ransomware-fin7.png,"
,
,
",https://thehackernews.com/2023/05/notorious-cyber-gang-fin7-returns-cl0p.html,Cyber Crime / Ransomware,Notorious Cyber Gang FIN7 Returns With Cl0p Ransomware in New Wave of Attacks
Warning: Samsung Devices Under Attack! New Security Flaw Exposed,"May 20, 2023"," The U.S. Cybersecurity and Infrastructure Security Agency (CISA) has warned of active exploitation of a medium-severity flaw affecting Samsung devices. The issue, tracked as  CVE-2023-21492  (CVSS score: 4.4), impacts select Samsung devices running Android versions 11, 12, and 13. The South Korean electronics giant described the issue as an information disclosure flaw that could be exploited by a privileged attacker to bypass address space layout randomization ( ASLR ) protections. ASLR is a  security technique  that's designed to thwart memory corruption and code execution flaws by obscuring the location of an executable in a device's memory. Samsung, in an  advisory  released this month, said it was ""notified that an exploit for this issue had existed in the wild,"" adding it was privately disclosed to the company on January 17, 2023. Other details about how the flaw is being exploited are currently not known, but vulnerabilities in Samsung phones have been we",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjNSnDSnUzTUxE1rUmOMx7dWQGAo1pTbRsVFimQJs60SoBwcbo1BbJXrxt_Rn0h-mcQbghvVQh82PaEaTtdj2a6DBL0yXvyQL1nsfzHrqI7XGV-IX4qScacuFNpmsPhjZ3v8ZIT6oJH4uQ5Ay0tEMxX9dhPALJif7RTOK4aLRkwop2GYXffddnStSv1/s728-rw-e365/samsung.png,"
,
,
",https://thehackernews.com/2023/05/samsung-devices-under-active.html,Mobile Security / Cyber Attack,Warning: Samsung Devices Under Attack! New Security Flaw Exposed
Privacy Sandbox Initiative: Google to Phase Out Third-Party Cookies Starting 2024,"May 19, 2023"," Google has announced plans to officially flip the switch on its twice-delayed  Privacy Sandbox  initiatives as it slowly works its way to deprecate support for third-party cookies in Chrome browser. To that end, the search and advertising giant said it intends to phase out third-party cookies for 1% of Chrome users globally in the first quarter of 2024. ""This will support developers in conducting real world experiments that assess the readiness and effectiveness of their products without third-party cookies,"" Anthony Chavez, vice president of Privacy Sandbox at Google,  said . Prior to rolling this out, Google said it would introduce the ability for third-party developers to simulate the process for a configurable subset of their users (up to 10%) in Q4 2023. Google further emphasized that the plans have been designed and developed with regulatory oversight and input from the U.K.'s Competition and Markets Authority ( CMA ), which is overseeing the implementation to",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEilPRSyRnI3R5Yb9y7xvSrqpTxUoccUHDgrL-EJTp8lurmxIVvBVcvAY8qxQoLRPo5PFHAFEkJQSqTf620oGYCvy2W6Y9rXEbXdYGKP-ehnc3FQ7RNK87nl_jo0PWKJE03hUH86N9FQJUtsoM_-IAEbhgdcWl37NXDBwCIrQby-YftK1CE5oszPKVaZ/s728-rw-e365/privacy-sandbox.png,"
,
,
",https://thehackernews.com/2023/05/privacy-sandbox-initiative-google-to.html,Online Privacy / Tech News,Privacy Sandbox Initiative: Google to Phase Out Third-Party Cookies Starting 2024
Dr. Active Directory vs. Mr. Exposed Attack Surface: Who'll Win This Fight? ,"May 19, 2023"," Active Directory (AD) is among the oldest pieces of software still used in the production environment and can be found in most organizations today. This is despite the fact that its historical security gaps have never been amended. For example, because of its inability to apply any security measures beyond checking for a password and username match, AD (as well the resources it manages) is dangerously exposed to the use of compromised credentials. Furthermore, this exposure is not confined to the on-prem environment. The common practice of syncing passwords between AD and the cloud identity provider means any AD breach is a potential risk to the SaaS environment as well. In this article, we'll explore AD's inherent security weaknesses and examine their scope and potential impact. We'll then learn how Silverfort's Unified Identity Protection platform can address these weaknesses at their root and provide organizations using AD with the resiliency they need to thwart identity threa",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhYvv5Kl7r9QJ02qX3kkP5xJnLdTnsqPBA7jIUi4w9J0TyzTVtGpv-VKVwiYeILKqPnm4ceJ25eRcT9ycdBNwsJfd17bFjW2KbjBSK567DVaBX3EHc0wsdm-Xezh30prOI6Kas7WR8njFIwpg4HpKGFFvCGfZxNtUrtwPLswpFvoJEnW62ys1FdGRUn/s728-rw-e365/fight.png,"
,
,
",https://thehackernews.com/2023/05/dr-active-directory-vs-mr-exposed.html,Threat Protection / Attack Surface,Dr. Active Directory vs. Mr. Exposed Attack Surface: Who'll Win This Fight? 
